annotation_id,contexte_avant,texte,contexte_apres,label,confiance_1_3,notes
M0678,,"Look.  Maybe you'll grow up and we'll get it together, you and me.  Maybe I'll never see either of you again. I don't know.  All I know is that it's not a good time to be living here.","So, what, you haven't definitely decide to dump me?  There's still a chance we'll get back together?",,,
M0679,"You make me sound like the father in ""East Lynne.""","Darling, no father could be nicer to a child than you are to Amy.",,,,
M0680,Yeah. It's wedged in between Wyoming and Nevada. I'm sure you've seen pictures.,What about finding the source?,I have some ideas.,,,
M0681,Here he comes.,Here he comes.,,,,
M0682,Manolete?!,Who the hell's Manolete?,The great Spanish bullfighter,,,
M0683,That's right.,"Take that story there, for instance. Be kinda sweet if we could collect that ten thousand smackers.",Yeahwouldn't it?,,,
M0684,Do we have to?,"I got this cousin. He's a real doofus, but he claims he can become invisible.",,,,
M0685,,With a gun like that you can kill some of your own men.,That's-a pretty good.  I'll take a dozen of them.,,,
M0686,,"I'm not very good at this, Mitch.",You're doing fine.,,,
M0687,How do you like Santa Carla?,It's a pretty cool place if you're a Martian.,,,,
M0688,What's going on here?  Daphne - Daphne -,It's not my fault.  I didn't invite them.,"Break it up, girls!  Daphne! Come on, help me!",,,
M0689,It doesn't matter to them.,"You were looking for me, weren't you?",No--I was just--maybe--,,,
M0690,Where is inner space?,It's everywhere. But water is always the door.,,,,
M0691,"If the key's on him, to get the key we'd have to . . .",We'd have to kill him.,,,,
M0692,"No, there doesn't. Not really -- just so many want it to exist... so many who don't want to die... want it so much that a place called Sanctuary becomes ""real"". But it doesn't exist. It never existed. Just the hope.",You're wrong!! It has to be!! It Just has to be!!,,,,
M0693,I had a dream that Grandma died.,"Well, she is getting on, but she's fine. I told her you weren't feeling well yesterday. She called to find out how you are.","She did? I love her so much, and I haven't seen her in such a long time. And Grandpa Barney. Is he all, right?",,,
M0694,,You're not gonna kill me?,No.,,,
M0695,Okay -- but I'm going to spread some common sense on the bread. Lisa Fremont's loaded to her fingertips with love for you. I'll give you two words of advice. Marry her.,She pay you much?,,,,
M0696,"Oh, you weren't scared.",Scared? Swimming underwater with that oxygen device of yours. I was petrified.,"Come on, you loved it. It was a new experience.",,,
M0697,"Say what, Walt Spoon!","There's somethin' wrong about it, Mother.",About what!,,,
M0698,What's the matter?,I'm not hungry -- isn't it glorious?,,,,
M0699,Why should I be afraid of you? What are you holding over me?,"I'll tell you what, Toddy. It's because I ran down the streets with the mud and the stones around my ears and the mob yelling for my blood. It's because you were afraid to face it -- and you're still afraid.","No, I'm not afraid. Tell! Shout it from the housetops!  And remember this -- they hanged Burke -- they mobbed Hare -- but Dr. Knox is living like a gentleman in London.",,,
M0700,,Has he got your aunt's address?,I don't think so .. He said the police had been calling .. want- ed to ask me some more questions ..,,,
M0701,I recommend it.,Fine. And a couple of bottles of Dom Perignon. To cabana one.,"Very good, sir.",,,
M0702,,Sir Te believes it's a ploy cast suspicion on Governor Yu.,But something is going on at the Yu household.,,,
M0703,"We caught another Kraut alone in a back lane.  Your father choked him to death with a length of piano wire.  Your father was quite a virtuoso with piano wire.  That's nicer than a knife, isn't it--as long as you don't look at the face afterwards.  The face turns a curious shade of avocado.  I must ask the doctor why that is.  At any rate, we stole into the back of the inn, and, with the permission of the management, we poisoned the wine of six Krauts who were carousing there.",Where did you get the poison?,We carried cyanide capsules.  We were supposed to swallow them in case we were captured.  It was your father's opinion that the Krauts needed them more than we did at the time.,,,
M0704,"Hey, who warned you that they were coming up to the room?",If they had taken us by surprise they would have gotten the tapes back. That would have left us with nothing.,"No, that would have left me with nothing because all of you would be dead.",,,
M0705,,"Oh, hi!  Did you find her all right?","Yes, I did.",,,
M0706,Pheromones?,Glandular secretions from animals. Scents that create powerful emotions.  Fear.  Rage...,Passion.  Of course.  Find the photo of Ivy after the flower ball.,,,
M0707,,"I don't think I can go on, sir.","What the devil do you mean?  You have your lodgings, a certain stipend -- I thought I had arranged everything for you --",,,
M0708,Is it true you're getting a divorce? Comrade?,"Why, you... you little bastard!",,,,
M0709,"That's a train, son. Don't stand in front of them.","Well, I guess I'm going to have to take a mulligan on this one.","Please, Nicky, get back up there.  Try to hurry.",,,
M0710,,Honey.  You got him.,"I don't know that Ellie.  He might get out.  Garber's not bein' straight with the witness, she could be in deep shit if she identifies him, and it's my job to convince her she won't be.",,,
M0711,Shit.  I think I started a fire.,"If our feet get hot, you grab the piano.",,,,
M0712,"He'll agree with you. Tell me, what do you between the time Margo goes in and comes out? Just huddle in that doorway and wait?","Oh, no. I see the play.","You see the play? You've seen the play every performance?  But, don't you find it - I mean apart from everything else - don't you find it expensive?",,,
M0713,Do we simply ask him where he's hidden it?,"Sam, that old woman, whoever she is. I think she told Arbogast something! And I want her to tell us the same thing!",,,,
M0714,"Norma, you'd be throwing it away. I don't qualify for the job, not any more.","You can't do this!  Max!  Max! ... I can't face life without you, and I'm not afraid to die, you know.","That's between you and yourself, Norma.",,,
M0715,"I must have dozed off.  My sincerest apologies, sir.",No apology necessary.  That's the first time in thirty years.,,,,
M0716,We leave Miami in an hour. Soon's we get some supplies aboard.,You'll have a corpse on your hands! That what You'll have. I won't eat a thing while I'm on this boat.,"In that event, we won't need so many supplies.",,,
M0717,"But you're sure we've met, huh?","Last fall, I drove you from the Palm Beach county jail to the federal courthouse, twice.  You're Glenn Michaels.  I never forget anyone I've cuffed and shackled.",,,,
M0718,,There were some shots.,What're you talking about?,,,
M0719,Yes. She bought my sister's business.,That's what she told you. I looked it up at the Hall of Records. Your sister deeded her the business as an outright girt.,Why would Mrs. Redi lie to me?,,,
M0720,"I think maybe, we're both so used to operating at this level that -- How can one person be unhappy? If one person is unhappy, both have to be... by definition.",Bullshit. Who is it? You met someone.,"No. I just need some space, maybe.",,,
M0721,What's the matter with her?,Too much excitement. How about the surrey. Can you fix it?,,,,
M0722,,Don't you open them anymore?,"They either say, 'Kill the nigger' or 'Hope you die, Honky.' -- What ya got in the bag?",,,
M0723,"Not ""we"", Sidney, you!","Correct me if I'm wrong - WE! Because when I'm out on this very slippery limb for you, you have to know what's involved.",Ha!  My right hand hasn't seen my left hand for thirty years!,,,
M0724,Wanna bet?,"My last wife was an acrobatic dancer - you know, sort of a contortionist - she could smoke a cigarette while holding it between her toes - Zowie! - but Mama broke it up.",Why?,,,
M0725,"I'd be mighty proud if you did, Lothar.","Thanks, King.  I've always wanted to take one of these big babies in.","Listen, Lothar.  You know that crack I made about your...butt?",,,
M0726,,I thought you said she was dead.,That was her sister -- the Wicked Witch of the East. This is the Wicked Witch of the West.  And she's worse than the other one was.,,,
M0727,,"Ah, to get out of Casablanca and go to America! You're a lucky man.","Oh, by the way, my agreement with Sam's always been that he gets twenty- five percent of the profits. That still goes.",,,
M0728,"Ma, you sick?",Ya say we're acrost?,"Look, Ma!",,,
M0729,"Sarah, I'm going to Kentucky to play pool, with a guy by the name of Findley. Now, I need the action and I need the money. I told you I'd be back.","If you were going to come back you wouldn't have taken me out tonight. You wouldn't have bought this dress. You're hustling me, Eddie. You've never stopped hustling me.","Now, I never hustled you. Even when I thought I was. You know it.",,,
M0730,"Please, Ilsa, don't be hasty.","No, Victor, no.",,,,
M0731,,"Here's the breakdown of figures on personnel turnover. Thirty-seven percent of our female employees leave to get married, twenty-two percent quit because --","You're working too hard, Baxter. It's New Year's Eve -- relax.",,,
M0732,,We'll just get off at the next stop.,Say what?,,,
M0733,"It's not that simple. You have to be careful. There's another guy that comes along, a hard-on you owe some money to. A mob guy. Wants to take you out anyway, on account of a past situation.",Okay. I'm listening.,,,,
M0734,I am sure.,"But really, you never know.",I know!,,,
M0735,Well.  You've been introduced to the symphonic range of...,"... his snoring, yeah.  He says it's worse than ever.  That snaffle one...?",,,,
M0736,"Nice, Barry.","Rob.  Top five musical crimes perpetrated by Stevie Wonder in the '80's and '90's.  Subquestion -- is it in fact unfair to criticize a formerly great artist for his latter- day sins?  ""Is it better to burn out than to fade away?""","You just drove a fucking customer away, Barry.",,,
M0737,,"As to Laszlo, we want him watched twenty-four hours a day.",It may interest you to know that at this very moment he is on his way here.,,,
M0738,,Hopeless. It's hopeless.,"David, let's go now.",,,
M0739,I don't know. I don't know what's happening.,You mean you're confused?,,,,
M0740,What?,Something funny that happened to you while you were doing a job.,I gotta memorize all this shit?,,,
M0741,,... and he spent the last twelve years in a Milit&ry Prison...,How do we explain <u>that</u>?,,,
M0742,,"They learned.  They cut the power and avoided the guns.  They must have found another way in, something we missed.",We didn't miss anything.,,,
M0743,Chill out --,It's a funny fuckin' joke and it's quick.  Why do women wear makeup and perfume?,,,,
M0744,They killed Casy first.,That ain't the way they're tellin' it. They're sayin' you done it fust.,They know what--this fella looks like?,,,
M0745,"Thigh man?  Mr. ""K"" was a hell raiser.",What is the Dead Poets Society?,,,,
M0746,"When he made his decision, he couldn't have known everything. Especially not the way people like you do, who've returned from exile and feel that you have a right to pass judgement. Because you are blameless, you think you know best who is a sinner and who deserves forgiveness. But you have no idea how people lived here.","When he met Hitler at his birthday and shook hands with him, was he pleased?",I don't know. But you and I already know that he has saved lives.,,,
M0747,I don't know.,You don't know.,,,,
M0748,No teammates in football?  No comrades in Korea?,You must think the whole world is queer.  Well it's not.  War sure isn't.,"Oh, there may not be atheists in the foxholes, but there are occasionally lovers.",,,
M0749,I don't know what to do.,"That's ok, you'll figure it out.",,,,
M0750,"Maude, I must speak to you.","What is it, Harold?",They're going to draft me. In the Army. I'm going to be sent away.,,,
M0751,Ah.,"After that I'll introduce you to my favorite monkey, Elijah. He's got an ulcer, due to a suppressed childhood trauma. But we're getting to the bottom of it.  Psychotherapy.",,,,
M0752,Harry Tasker.  One zero zero two four.,Albert Gibson.  Three four nine nine one.,,,,
M0753,"Well, I hate to say this, but I think the bomb bay doors are stuck.",Are you sure?,"Well, I can't get out and look, King.  But I don't get a green light.",,,
M0754,,"I questioned him for three hours and he didn't make a sound. You don't have a badge, he won't talk to you.",Ten bucks says I have him talking in under three minutes.,,,
M0755,,"I couldn't turn you in, not now. I....I know I wouldn't!",You don't know.  You don't....,,,
M0756,Usually at the point when she's got to rewrite and rethink them to keep the audience from leaving the theater!,It's about time the piano realized it has not written the concerto!,,,,
M0757,Yeah.  Sure.  You mean ... tonight?,"Of course tonight.  Is that a problem? Like, if you've got a guy there or something ...",No.  No.  It's fine.  Come now.  I was having bad dreams anyway.,,,
M0758,Ain't you goin' to say something?,There's nothing to say.,"Well, that'll be the first time.",,,
M0759,"Oh aye, a sledge.",But the way you did it then sounded so phony.,No ... I wouldn't say that ... just like an actress ... you know.,,,
M0760,Because I can see something in the mirror that you cannot. My dear --,What can you see?,You are beautiful!,,,
M0761,Yes.,And you didn't send her to a doctor.,I didn't guess until it was too late.,,,
M0762,"My daughter, Barbara, died when she was six. That was long ago. You're only the woman who keeps care of me. I know you.",Look at me.,,,,
M0763,What?,Right now. Tell me someplace you've been -- someplace on the other side of the world. Anywhere but here.,How about Italy?,,,
M0764,Frost.,Is that what it is? I couldn't figure out.,Did you get hurt? You didn't get hurt?,,,
M0765,,His name is Chuckie Roeder. But something's very weird.,-- You found his mugshot?,,,
M0766,Not to you. Not to Bill.,Isn't that what they always say?,,,,
M0767,You don't have to go this second. You can stay until whenever.,"We've done the hard part now.  I might as well, you know...","Well stay for tonight, then.",,,
M0768,This one has a special meaning.,It's your car but I don't want to hear it. If that means anything.,,,,
M0769,"Yeh, D. B. Oh, just cleaning out the dead-wood. Okay.","Look, Mr. Connell . . . I just can't afford to be without work right now, not even for a day. I've got a mother and two kid sisters to . . .",,,,
M0770,,"Is there more to that, or do I have to guess?",Rollo was a purse snatcher.  My father ran into him off duty.  He shot my father six times and got away clean.  No one even knew who he was.  I made the name up to give him some personality.,,,
M0771,,You don't speak any Chinese dialects? Then you get your intelligence from snitches?,Badgering.,,,
M0772,I think the time has come for you to shed some of your humility. It is just as false not to blow your horn at all as it is to blow it too loudly...,I don't think I've done anything to sound off about.,We all come into this world with our little egos equipped with individual horns. If we don't blow them - who will?,,,
M0773,It's stupid.,I can forgive you a bestseller.,,,,
M0774,Huh?,She always tries to be proper.,,,,
M0775,Whyyyy... he took down the Gatling gun and the cannon all by himself.,"Saved all our lives, Doc. None of the Liberty boys would have come home if not for Web Mimms, Doc. God's honest truth.",,,,
M0776,I think you should sleep closer.  I meant for safety.,I'd be safer sleeping with that snake.,,,,
M0777,Tell me. How did your lunch turn out - with the man from Hollywood?,"Some vague promises of a test, that's all - if a particular part should come along, one of those things-",But the raves about your performance-,,,
M0778,He sure <U>is</U> goin'...He's sworn in.,"Well, swear him out again!...I'll go with you.",,,,
M0779,Is that where they say it came from... ?,"No, they say it came from the waste paper basket!",Where'd it come from before that?,,,
M0780,"Think me fair, do you, Jack?",The moon herself would hide behind a cloud rather than dare comparison with you...,"The moon is too round of face, methinks.",,,
M0781,Can't you let me enjoy the moment?,"The moment's over.  If this guy starts me off with a breaking ball, I'm going downtown--",,,,
M0782,"Well, it's not going to work. So you'd better go.",Let me come in.,,,,
M0783,I guess I ain't.,Why? Don't you believe in the Lord?,"Aw, I do. But 'seems to me us colored folks do a whole lot of church-goin'. It's the whites that need it real bad.",,,
M0784,No kidding?,"Oh, sure.  I used to take him his hot milk and his opium.  Achhh, those were the days.  Vat good times ve had.  Dinner parties vit lovely ladies and gentlemen, singing und dancing.  You know, not many people knew about it, but the Fuhrer vas a terrific dancer.","Really, I never dreamed ...",,,
M0785,,I'm fool enough to believe that one of these days somebody will. Somebody who wants me as I am will maybe walk into the place where I'm working and take me out of there.,Maybe they will.,,,
M0786,"Good idea, and don't forget to give her a good-night kiss.",There's something going on in this house. I'm not crazy.,,,,
M0787,,Why can't I drive home?  I will. You.  Look at you.  <u>You</u> need a ride home.  And you don't even know it.,"Well, thanks.",,,
M0788,"Cramped.  You always drink like this, so early in the morning?",Do you always ask so many questions?,"No, not always.",,,
M0789,,"Look, Mr. Jefferies. I'm not educated. I'm not even sophisticated. But I can tell you this -- when a man and a woman see each other, and like each other -- they should come together -- wham like two taxies on Broadway. Not sit around studying each other like specimens in at bottle.",There's an intelligent way to approach marriage.,,,
M0790,I don't know why I asked you to come.,Talk to him about it.  He'll understand if you tell him how you feel.,"I can't be a burden, especially now.  I know I'll get used to things.  I guess I wanted to know what someone who's lived here thinks.  Upstate, it was a completely different environment.  I don't know if David told you, but I teach fifth grade, or did.",,,
M0791,"Well... yes, quite possibly.","Possibly.  Good.  Well, would you be willing to accept the theory, George, that... possibly... by examining the evidence from one case we might shed some small ray of light on the other?  Does that sound unreasonable to you?","Yes... no, it is not unreasonable. Although I--",,,
M0792,Leave me out of this.,"That bad, huh?",,,,
M0793,Strong enough to get you down the aisle?,"Yeah.  Two weeks.  I didn't get to send you an invitation, but if you...","That's okay.  I'm probably, you know, busy.",,,
M0794,"You know General McLelland, he wouldn't attack unless he had everything just right.  Finally Abe Lincoln came to him and said, General, if you're not going to use my army, could I borrow it for a while?  So he gave it to Grant and Grant just said, let's go.",I'm from Arkansas.  Tell me a story with Robert E. Lee in it and maybe I'll pay attention.,"We're warriors, not desk jockeys.  We've got to be bold.  You always want all your ducks lined up.  But nothing's 100 percent.  It's always 60-40, maybe 51-49. Hell, I'd take 40-60.  Then roll the dice.",,,
M0795,No.  Nor to Elizabeth.,We all have our feelings.  I know that I have mine.  And... I wouldn't want to hurt yours.,,,,
M0796,,"So, you were a geek. Big deal.","Anita, remember espadrilles?",,,
M0797,No deal.,"Fine. But we're not going to let you do your job. Because we're gonna do it. And then, after we do your job, we're gonna do another little job...",Is that right?,,,
M0798,So can I?,Uh-uh.  Only if you got <u>above</u> a C on science.,Oh puh-leeze!,,,
M0799,Then why do you?,And do what? Live alone? Go back to school? Find someone else? Start a magazine for confused woman? ... What if I can't do any of those things?,,,,
M0800,I bought it at a store in L.A.,Who made it?,I don't know.,,,
M0801,,If that little weasel ever walked in here I wouldn't serve him.,I'd slap his face.,,,
M0802,"Eh, fine.","I'll heat some up. My, it's nice to see you again, Harold. How's your hearse?","Oh, it's fine. Fine.",,,
M0803,Three business days.  They mean three business days.,"Wednesday, Thursday, Friday.",I don't understand.,,,
M0804,High time you got back.,I met some very interesting women at the showers. We got to chatting about this and that. You know how time files.,,,,
M0805,I work at Seligman's.,Is that what you want to do?,"I want to be a singer.  I mean, I didn't.  Mother did for me.",,,
M0806,Boy...Holly...Holly.,"I just want a salad.  You really think I'm a loser, don't you?",,,,
M0807,"Oh, it's just marriage in general you're not enthusiastic about, huh?","No, marriage is all right for Harry, and Marty, and Sam and you.",,,,
M0808,,Tomorrow collect from Del Rio -- He's late three weeks. How'd you do last night?,...Fine.,,,
M0809,And you're going to fall for them.,So you think you can get me?,Any minute I want!,,,
M0810,We were all upset about that.,"That's what I'm here to talk to your brother about.  What's with him, I got to get a letter of introduction to have a 'sitdown'?","C'mon, I see what I can do.",,,
M0811,There is no letter.,We'll get a handwriting expert to  What!,There is no letter.,,,
M0812,This'll show you how smart I am. I got it parked.,...For three years?  Let's hope it wasn't a tow-away zone.,You just drove by it.,,,
M0813,A loan officer?,"That's right, a loan officer.","So you mean, if I needed some jack to get my nightclub up and running, I'd have to hype some square like you?",,,
M0814,How much money?,Shelly said it was over two million dollars.,,,,
M0815,"Francesca, listen to me. You think what's happened to us happens to just anybody? What we feel for each other? How much we feel? We're not even two separate people anymore. Some people search their whole lives for it and wind up alone -- most people don't even think it exists and you're going to tell me that giving it up is the right thing to do? That staying here alone in a marriage, alone in a town you hate, in a house you don't feel apart of anymore -- you're telling me that's the right thing to do!?","We are the choices we've made, Robert.",TO HELL WITH YOU!,,,
M0816,"Hi, Marie.",Everything go alright?,,,,
M0817,,It seems your department doesn't believe out new unit is to the public benefit.,"A humanoid robot is like any other machine, it can be a benefit or a hazard.  If it's a benefit, it's not our problem.",,,
M0818,Yes.,"Now, Ninotchka, you're exaggerating.","No, my dear, it is true. That's how they live in the other world. Here we dress to have our bodies covered... to keep warm....",,,
M0819,Does their hair fall out?,Your hair fell out? Just like your father. Weak hair.,,,,
M0820,,I wanted to help you.,Help me? How?,,,
M0821,Tuesday. Are you okay?,"Shit, I guess I missed work.","Frida, Carlton's dead.",,,
M0822,,-- you'll be the prettiest thing in the room -- light's green...,-- oh yeah... what do you know about this guy?,,,
M0823,... Mean through the tubes?,Yes.  It's faster.,"No,  I'm not going through there.",,,
M0824,What are you doing?,Well it's pretty obvious you don't want me around any more.,Well look -- I was kind of upset there.  I'm sorry I said those things.,,,
M0825,"Shut up!  The both of you.  Ain't neither one of you too smart. Especially you, boy.  Don't you think I had my eye on you since first you rolled into town?  You smell like trouble.  Stink of it like a ripe cesspool.",I didn't do anything.,"Killing Jake McKenna's got to amount to something.  He wasn't much of a man, but that don't give you the right to murder him.  And don't tell me you didn't, 'cause I know you did.  I was there.  Like I said; I been watching you.",,,
M0826,,I'll see what I can do.,"You might want to think real hard about the amount, too.  My kids are sitting in the God damn parking lot right now, cause I still don't make enough to afford good child care. Makes me think about looking around for a job where I'm appreciated, for shit's sake.",,,
M0827,That's not what's worryin' me. Why didn't she tell us? Maybe we could have done somethin' -- gone somewhere else -- puttin' a poor sick kid through this --,Quit worryin' about Elaine.,,,,
M0828,Oh!,What would you like me to say -- that a pretty girl with an outrageous manner means more to an old pro like me than a quarter of a million dollars?,No -- I guess not.,,,
M0829,,I won't tell.,We'll go to the zoo sometime. Okay? I think I might have some time on my hands.,,,
M0830,Yes.,"Well, why can't you just lock the doors and go to bed?",I'm very neurotic.,,,
M0831,...This is a nice place.,"Yah, ya know it's the Radisson, so it's pretty good.","You're livin' in Edina, then?",,,
M0832,Good for you.,"Sebastian, please. I don't want us to end on bad terms.","Well, I'm afraid you don't have a choice in the matter. You make me sick. You're a hypocrite and I don't associate with hypocrites.",,,
M0833,With a milk pail in one hand and a marriage license in the other.,"Why didn't you say you wanted to get married back in Aspen. I told the man in Sonora there were four of us. If only three show up, he might call the whole deal off. We've got to stick together. Like we've always done.",,,,
M0834,What'd you give him for the car?,A black eye.,,,,
M0835,Their den?  Have you ever seen anything like this?,Nobody's seen anything like this. Lions don't have caves like this-  -they're doing it for pleasure.,,,,
M0836,He's getting away!  He was at my mercy!,Never show mercy!,I could have struck off his head just now!,,,
M0837,A stereo type alarm system?,Take a look.,,,,
M0838,Must get kind of lonely for a woman living by herself in a big house.,I guess it must.,What do you do anyway?,,,
M0839,You know what. You say it just to irritate me.,I say it because it's descriptive.,"Well, he doesn't strike me as the kind of person that would go in for that sort of thing, anyway.",,,
M0840,"Twenty-five, thirty -- What's the difference? -- It took me two months to learn the combination of that locker.",The legs must be goin'.,"Yeah, they're goin', -- that's nature... That was my locker for six years.",,,
M0841,Where is she?,Hasn't she had enough?,I have a few more questions to ask her.,,,
M0842,,"Come on, we're next.",What?,,,
M0843,The guy's balmy.,"Is he? Yeah, I thought so, too. I tried to laugh, but I couldn't. It stuck in my throat.","Aw, cut it out, will you? You'll get me thinking about Charlie again.",,,
M0844,Interesting.,I now plan to devote all my energies to destroying the douche bag. Any luck corrupting her daughter?,No.,,,
M0845,,So how are you?,"Oh, me, I'm okay.",,,
M0846,Mom - I got it all worked out; it's over.  The best thing is you go home.  Watch it on TV.,"I talked to the FBI, I told them about you, they said if you just come outta the bank it's gonna be okay.",You did what?  Who did you talk to? What for?,,,
M0847,"If you won't sleep with me this time, Benjamin, I want you to know you can call me up any time you want and we'll make some kind of arrangement.",Let me out!,Do you understand what I said?,,,
M0848,"We never reveal our sources, which is why you can talk to us.","It's safe, try it, you'll see.",,,,
M0849,"But how will she look? The fashions this spring are very becoming to her. Gentlemen, the judge will be French, the jury will be French, everybody in that courtroom will be French. Have you ever seen a French court when a beautiful woman sits on the witness stand and lifts her skirt a little? You sit down and pull up your pants and where will it get you?",I suppose you expect us to hand over the jewels?,"Oh, no, no. I am not a highwayman, I'm just a nuisance. All I'm trying to do is make things as difficult as possible.",,,
M0850,You don't think--?,"Looks like he's taking a trip--see the baggage? The only time they ever picked me up, McKinney walked through the room while they were grilling--let's see how good his memory is.",,,,
M0851,She want to play?  Fine.  I can play.,Everybody that she plays with dies.,I know what that's like.,,,
M0852,Yah.,"Norm, that's terrific!",,,,
M0853,,"Richard, Victor thinks I'm leaving with him. Haven't you told him?","No, not yet.",,,
M0854,,Steve maybe you better get some wood for the fire.,"Would you, Mr. Phillips?",,,
M0855,,You say the porters are waiting for us?,Yes.,,,
M0856,The army needs you.,The army can survive without me.,"Then, I need you.  We all do. Without your victory the men would have no hope at all.",,,
M0857,"No dear. I don't know them, but I've heard about them.",Are they nice?,"I really don't know, but I do know that you must return the ring. You get Edward to take you up there and bring it back to the old lady.",,,
M0858,Are you sure?,"Well, I ain't positive, if that's what you mean.","I need her exact name, you see.",,,
M0859,"Mr. Shaw, did you ever meet Lee Harvey Oswald?","You really have me consorting with a cast of sordid characters, don't you, Mr. Garrison.",Please answer the question.,,,
M0860,I'm sorry if it gets noisy --,"Sometimes,  there's a twi-night double-header.  A nebbish like you!","Yeah.  Well -- see you, Doc.",,,
M0861,Why not?,"Why don't you cover it up, Walter!",,,,
M0862,I know.  Mr. Eichelberger -- in the Mortgage Loan Department -- last night he had a little Halloween party here --,"Well, lay in some vodka and some vermouth -- and put my name on it.","Yes, Mr. Kirkeby.  You still owe me for the last two bottles --",,,
M0863,,I'm ready Spock. Let's go find George and Gracie...,Mr. Sulu?,,,
M0864,I'd like to hear it.,Ben -- I think -- I think you ought to be taking it a little easier right now than you seem to.,,,,
M0865,Do you keep any drugs in your house?,"No. Of course not, nothing like that.",Are you sure?,,,
M0866,No. Just a few hours.,You're leaving after you see Cathy?,Well... something like that.  I'm sorry. I don't mean to sound so mysterious.,,,
M0867,,I will not have you use that name to me.,You will not have it?,,,
M0868,I didn't.,Then what are you hiding?,It's a piece of evidence that's worth a great deal more than that.,,,
M0869,Last night? What do you mean?,A gull smashed into Annie's front door.  Mitch... what's happening?,"I don't know, Melanie.  Look, do you have to go back to Annie's?",,,
M0870,No radio source.  Nothing for the bad guys to triangulate on.,Show me how it operates.,That's what I'm here for.,,,
M0871,He has his own idea of a joke. Perhaps his horse tickled him in the ribs.,I've just been to see Mrs. Marsh. Georgina is doing splendidly.  The incision has healed -- clean and fine -- but she doesn't seem to have any desire to walk.,When she's ready you bring her to me -- I'll show her how.,,,
M0872,"""You know what I want...it's not that difficult.""","""Get out! Get out before I call my dad ... he trusts you ... your his best friend. This will be the end of everything... ""","""What about you? What will your dad think about you?""",,,
M0873,,Go away -- hide yourself.,What are you doing?,,,
M0874,,"For two years, I've been tracking the Mayflowers' peculiar interest in three Da Vinci pieces.  Their Sforza replica was as fake as the ""gas leak"" that supposedly destroyed it.","Does everyone in the world know more than me?  Jesus, I'm just some guy who happens to be good at swiping stuff.....Lifted a piece of licorice when I was one and a half.  Who knew it would lead... They even got the CIA involved!",,,
M0875,,"So, when can we do it?",Tomorrow night?,,,
M0876,,I'm going to tell her.,Hey... hey.  Don't do that.,,,
M0877,"If you're worried about the President, call and warn him about the Space Shuttle.",Right.  Sit up so I can see you.,"Uh uh, don't want <u>them</u> to see me.",,,
M0878,"Oh -- I was ambitious then -- ambition was in my blood -- no rest, no stopping. We were drilled like little soldiers -- We danced in the school of the Imperial Ballet, in St. Petersburg. I was little and slim but hard as diamond -- a duty machine -- No rest, no stopping. And then -- I became famous and whoever is famous is alone... But why should I be telling you this? Last night I did not know you at all -- who are you, really? -- I do not even know your name.",I am Felix Benvenuto von Gaigern. My mother called me Flix.,Flix. -- And how do you live? What kind of a person are you?,,,
M0879,,"The name may not mean anything to you, young lady, but say the word and I'll have your sister for you in forty-eight hours.",You can?,,,
M0880,Capitalistic methods...,They accumulate millions by taking loss after loss.,,,,
M0881,"Mrs. Robinson, it makes me sick that I said that to you.",We'll forget it right now. Finish your drink.,What is wrong with me?,,,
M0882,"See?  You could have raised a million dollars, put on a sixty thousand dollar flop and kept the rest.",But what if the play was a hit?,"Oh, you'd go to jail.  If the play were a hit, you'd have to pay off the backers, and with so many backers there could never be enough profits to go around, get it?",,,
M0883,"I'm too old for it, Miss Wells... That's for little kids.",Don't be silly... Nobody's too old to learn.,Okay. A-B-C -- D-E-F -- G-H-I --,,,
M0884,"So, what makes you so popular? What's your secret?",You like me. How come?,Not sure. Let me think about it.,,,
M0885,It's a warm breath -- warm and strong  warmed by the sunlight that shone on the deer's back in the hot summer; sweet with leaves and mosses.,May I pet the deer?,It is wildness and freedom. No one can touch it.,,,
M0886,"Hey, I really enjoyed your set.",Tank you veddy much.,So I understand you're from Lithuania?,,,
M0887,I did what!,"As a matter of fact, you came home without any clothes. You were in your - uh - shorts. Yes, sir.","Oh, don't be silly, Walter. I couldn't walk around in the streets without any clothes. I'd be arrested.",,,
M0888,Certainly not.	You're a mutant.,"That's exactly what Zira and Cornelius claim. You're talking heresy, doctor.",Of course.,,,
M0889,It's the tight girdle that does it.,I find these wisecracks increasingly less funny! 'Aged in Wood' happens to be a fine and distinguished play-,,,,
M0890,How much do you weigh?,... A hundred and eight?,,,,
M0891,From?,Are you from up there? Space?,Space?,,,
M0892,Your place or mine?,"Despite my love of weird metaphysics and my rejection of most Judao-Christian ethics, I am, within the framework of a baseball season, monogamous.",Fact is you're afraid of meeting a guy like me 'cause It might be real so you sabotage it with some bullshit about commitment to a young boy you can boss around--  Great deal.  You get to write self- indulgent little poems all winter about how hard it is to find a man even though you just sent him packing-  So what do you really want?  You wanta be a tragic woman figure wallowing in the bullshit of magic?  Or do you want a guy?,,,
M0893,"I mean, among other things, that it must have been a revelation to have your twenty-four-year-old character played by twenty-four-year-old actress...",That's beside the point.,It's right to the point. Also that it must have sounded so new and fresh to you - so exciting to have the lines read as you wrote them!,,,
M0894,Did you ever get around to the poem on page a hundred and twelve?,"Yes, it made me cry  it was so beautiful...so romantic.",,,,
